unidade_territorial_id,unidade_territorial,nivel_territorial
2204402,Gilbués - PI,Município
2204501,Guadalupe - PI,Município
2204550,Guaribas - PI,Município
2204600,Hugo Napoleão - PI,Município
2204659,Ilha Grande - PI,Município
2204709,Inhuma - PI,Município
2204808,Ipiranga do Piauí - PI,Município
2204907,Isaías Coelho - PI,Município
2205003,Itainópolis - PI,Município
2205102,Itaueira - PI,Município
2205151,Jacobina do Piauí - PI,Município
2205201,Jaicós - PI,Município
2205250,Jardim do Mulato - PI,Município
2205276,Jatobá do Piauí - PI,Município
2205300,Jerumenha - PI,Município
2205359,João Costa - PI,Município
2205409,Joaquim Pires - PI,Município
2205458,Joca Marques - PI,Município
2205508,José de Freitas - PI,Município
2205516,Juazeiro do Piauí - PI,Município
2205524,Júlio Borges - PI,Município
2205532,Jurema - PI,Município
2205540,Lagoinha do Piauí - PI,Município
2205557,Lagoa Alegre - PI,Município
2205565,Lagoa do Barro do Piauí - PI,Município
2205573,Lagoa de São Francisco - PI,Município
2205581,Lagoa do Piauí - PI,Município
2205599,Lagoa do Sítio - PI,Município
2205607,Landri Sales - PI,Município
2205706,Luís Correia - PI,Município
2205805,Luzilândia - PI,Município
2205854,Madeiro - PI,Município
2205904,Manoel Emídio - PI,Município
2205953,Marcolândia - PI,Município
2206001,Marcos Parente - PI,Município
2206050,Massapê do Piauí - PI,Município
2206100,Matias Olímpio - PI,Município
2206209,Miguel Alves - PI,Município
2206308,Miguel Leão - PI,Município
2206357,Milton Brandão - PI,Município
2206407,Monsenhor Gil - PI,Município
2206506,Monsenhor Hipólito - PI,Município
2206605,Monte Alegre do Piauí - PI,Município
2206654,Morro Cabeça no Tempo - PI,Município
2206670,Morro do Chapéu do Piauí - PI,Município
2206696,Murici dos Portelas - PI,Município
2206704,Nazaré do Piauí - PI,Município
2206720,Nazária - PI,Município
2206753,Nossa Senhora de Nazaré - PI,Município
2206803,Nossa Senhora dos Remédios - PI,Município
2206902,Novo Oriente do Piauí - PI,Município
2206951,Novo Santo Antônio - PI,Município
2207009,Oeiras - PI,Município
2207108,Olho D'Água do Piauí - PI,Município
2207207,Padre Marcos - PI,Município
2207306,Paes Landim - PI,Município
2207355,Pajeú do Piauí - PI,Município
2207405,Palmeira do Piauí - PI,Município
2207504,Palmeirais - PI,Município
2207553,Paquetá - PI,Município
2207603,Parnaguá - PI,Município
2207702,Parnaíba - PI,Município
2207751,Passagem Franca do Piauí - PI,Município
2207777,Patos do Piauí - PI,Município
2207793,Pau D'Arco do Piauí - PI,Município
2207801,Paulistana - PI,Município
2207850,Pavussu - PI,Município
2207900,Pedro II - PI,Município
2207934,Pedro Laurentino - PI,Município
2207959,Nova Santa Rita - PI,Município
2208007,Picos - PI,Município
2208106,Pimenteiras - PI,Município
2208205,Pio IX - PI,Município
2208304,Piracuruca - PI,Município
2208403,Piripiri - PI,Município
2208502,Porto - PI,Município
2208551,Porto Alegre do Piauí - PI,Município
2208601,Prata do Piauí - PI,Município
2208650,Queimada Nova - PI,Município
2208700,Redenção do Gurguéia - PI,Município
2208809,Regeneração - PI,Município
2208858,Riacho Frio - PI,Município
2208874,Ribeira do Piauí - PI,Município
2208908,Ribeiro Gonçalves - PI,Município
2209005,Rio Grande do Piauí - PI,Município
2209104,Santa Cruz do Piauí - PI,Município
2209153,Santa Cruz dos Milagres - PI,Município
2209203,Santa Filomena - PI,Município
2209302,Santa Luz - PI,Município
2209351,Santana do Piauí - PI,Município
2209377,Santa Rosa do Piauí - PI,Município
2209401,Santo Antônio de Lisboa - PI,Município
2209450,Santo Antônio dos Milagres - PI,Município
2209500,Santo Inácio do Piauí - PI,Município
2209559,São Braz do Piauí - PI,Município
2209609,São Félix do Piauí - PI,Município
2209658,São Francisco de Assis do Piauí - PI,Município
2209708,São Francisco do Piauí - PI,Município
2209757,São Gonçalo do Gurguéia - PI,Município
2209807,São Gonçalo do Piauí - PI,Município
2209856,São João da Canabrava - PI,Município
2209872,São João da Fronteira - PI,Município
2209906,São João da Serra - PI,Município
2209955,São João da Varjota - PI,Município
2209971,São João do Arraial - PI,Município
2210003,São João do Piauí - PI,Município
2210052,São José do Divino - PI,Município
2210102,São José do Peixe - PI,Município
2210201,São José do Piauí - PI,Município
2210300,São Julião - PI,Município
2210359,São Lourenço do Piauí - PI,Município
2210375,São Luis do Piauí - PI,Município
2210383,São Miguel da Baixa Grande - PI,Município
2210391,São Miguel do Fidalgo - PI,Município
2210409,São Miguel do Tapuio - PI,Município
2210508,São Pedro do Piauí - PI,Município
2210607,São Raimundo Nonato - PI,Município
2210623,Sebastião Barros - PI,Município
2210631,Sebastião Leal - PI,Município
2210656,Sigefredo Pacheco - PI,Município
2210706,Simões - PI,Município
2210805,Simplício Mendes - PI,Município
2210904,Socorro do Piauí - PI,Município
2210938,Sussuapara - PI,Município
2210953,Tamboril do Piauí - PI,Município
2210979,Tanque do Piauí - PI,Município
2211001,Teresina - PI,Município
2211100,União - PI,Município
2211209,Uruçuí - PI,Município
2211308,Valença do Piauí - PI,Município
2211357,Várzea Branca - PI,Município
2211407,Várzea Grande - PI,Município
2211506,Vera Mendes - PI,Município
2211605,Vila Nova do Piauí - PI,Município
2211704,Wall Ferraz - PI,Município
2300101,Abaiara - CE,Município
2300150,Acarape - CE,Município
2300200,Acaraú - CE,Município
2300309,Acopiara - CE,Município
2300408,Aiuaba - CE,Município
2300507,Alcântaras - CE,Município
2300606,Altaneira - CE,Município
2300705,Alto Santo - CE,Município
2300754,Amontada - CE,Município
2300804,Antonina do Norte - CE,Município
2300903,Apuiarés - CE,Município
2301000,Aquiraz - CE,Município
2301109,Aracati - CE,Município
2301208,Aracoiaba - CE,Município
2301257,Ararendá - CE,Município
2301307,Araripe - CE,Município
2301406,Aratuba - CE,Município
2301505,Arneiroz - CE,Município
2301604,Assaré - CE,Município
2301703,Aurora - CE,Município
2301802,Baixio - CE,Município
2301851,Banabuiú - CE,Município
2301901,Barbalha - CE,Município
2301950,Barreira - CE,Município
2302008,Barro - CE,Município
2302057,Barroquinha - CE,Município
2302107,Baturité - CE,Município
2302206,Beberibe - CE,Município
2302305,Bela Cruz - CE,Município
2302404,Boa Viagem - CE,Município
2302503,Brejo Santo - CE,Município
2302602,Camocim - CE,Município
2302701,Campos Sales - CE,Município
2302800,Canindé - CE,Município
2302909,Capistrano - CE,Município
2303006,Caridade - CE,Município
2303105,Cariré - CE,Município
2303204,Caririaçu - CE,Município
2303303,Cariús - CE,Município
2303402,Carnaubal - CE,Município
2303501,Cascavel - CE,Município
2303600,Catarina - CE,Município
2303659,Catunda - CE,Município
2303709,Caucaia - CE,Município
2303808,Cedro - CE,Município
2303907,Chaval - CE,Município
2303931,Choró - CE,Município
2303956,Chorozinho - CE,Município
2304004,Coreaú - CE,Município
2304103,Crateús - CE,Município
2304202,Crato - CE,Município
2304236,Croatá - CE,Município
2304251,Cruz - CE,Município
2304269,Deputado Irapuan Pinheiro - CE,Município
2304277,Ereré - CE,Município
2304285,Eusébio - CE,Município
2304301,Farias Brito - CE,Município
2304350,Forquilha - CE,Município
2304400,Fortaleza - CE,Município
2304459,Fortim - CE,Município
2304509,Frecheirinha - CE,Município
2304608,General Sampaio - CE,Município
2304657,Graça - CE,Município
2304707,Granja - CE,Município
2304806,Granjeiro - CE,Município
2304905,Groaíras - CE,Município
2304954,Guaiúba - CE,Município
2305001,Guaraciaba do Norte - CE,Município
2305100,Guaramiranga - CE,Município
2305209,Hidrolândia - CE,Município
2305233,Horizonte - CE,Município
2305266,Ibaretama - CE,Município
2305308,Ibiapina - CE,Município
2305332,Ibicuitinga - CE,Município
2305357,Icapuí - CE,Município
2305407,Icó - CE,Município
2305506,Iguatu - CE,Município
2305605,Independência - CE,Município
2305654,Ipaporanga - CE,Município
2305704,Ipaumirim - CE,Município
2305803,Ipu - CE,Município
2305902,Ipueiras - CE,Município
2306009,Iracema - CE,Município
2306108,Irauçuba - CE,Município
2306207,Itaiçaba - CE,Município
2306256,Itaitinga - CE,Município
2306306,Itapajé - CE,Município
2306405,Itapipoca - CE,Município
2306504,Itapiúna - CE,Município
2306553,Itarema - CE,Município
2306603,Itatira - CE,Município
2306702,Jaguaretama - CE,Município
2306801,Jaguaribara - CE,Município
2306900,Jaguaribe - CE,Município
2307007,Jaguaruana - CE,Município
2307106,Jardim - CE,Município
2307205,Jati - CE,Município
2307254,Jijoca de Jericoacoara - CE,Município
2307304,Juazeiro do Norte - CE,Município
2307403,Jucás - CE,Município
2307502,Lavras da Mangabeira - CE,Município
2307601,Limoeiro do Norte - CE,Município
2307635,Madalena - CE,Município
2307650,Maracanaú - CE,Município
2307700,Maranguape - CE,Município
2307809,Marco - CE,Município
2307908,Martinópole - CE,Município
2308005,Massapê - CE,Município
2308104,Mauriti - CE,Município
2308203,Meruoca - CE,Município
2308302,Milagres - CE,Município
2308351,Milhã - CE,Município
2308377,Miraíma - CE,Município
2308401,Missão Velha - CE,Município
2308500,Mombaça - CE,Município
2308609,Monsenhor Tabosa - CE,Município
2308708,Morada Nova - CE,Município
2308807,Moraújo - CE,Município
2308906,Morrinhos - CE,Município
2309003,Mucambo - CE,Município
2309102,Mulungu - CE,Município
2309201,Nova Olinda - CE,Município
2309300,Nova Russas - CE,Município
2309409,Novo Oriente - CE,Município
2309458,Ocara - CE,Município
2309508,Orós - CE,Município
2309607,Pacajus - CE,Município
2309706,Pacatuba - CE,Município
2309805,Pacoti - CE,Município
2309904,Pacujá - CE,Município
2310001,Palhano - CE,Município
2310100,Palmácia - CE,Município
2310209,Paracuru - CE,Município
2310258,Paraipaba - CE,Município
2310308,Parambu - CE,Município
2310407,Paramoti - CE,Município
2310506,Pedra Branca - CE,Município
2310605,Penaforte - CE,Município
2310704,Pentecoste - CE,Município
2310803,Pereiro - CE,Município
2310852,Pindoretama - CE,Município
2310902,Piquet Carneiro - CE,Município
2310951,Pires Ferreira - CE,Município
2311009,Poranga - CE,Município
2311108,Porteiras - CE,Município
2311207,Potengi - CE,Município
2311231,Potiretama - CE,Município
2311264,Quiterianópolis - CE,Município
2311306,Quixadá - CE,Município
2311355,Quixelô - CE,Município
2311405,Quixeramobim - CE,Município
2311504,Quixeré - CE,Município
2311603,Redenção - CE,Município
2311702,Reriutaba - CE,Município
2311801,Russas - CE,Município
2311900,Saboeiro - CE,Município
2311959,Salitre - CE,Município
2312007,Santana do Acaraú - CE,Município
2312106,Santana do Cariri - CE,Município
2312205,Santa Quitéria - CE,Município
2312304,São Benedito - CE,Município
2312403,São Gonçalo do Amarante - CE,Município
2312502,São João do Jaguaribe - CE,Município
2312601,São Luís do Curu - CE,Município
2312700,Senador Pompeu - CE,Município
2312809,Senador Sá - CE,Município
2312908,Sobral - CE,Município
2313005,Solonópole - CE,Município
2313104,Tabuleiro do Norte - CE,Município
2313203,Tamboril - CE,Município
2313252,Tarrafas - CE,Município
2313302,Tauá - CE,Município
2313351,Tejuçuoca - CE,Município
2313401,Tianguá - CE,Município
2313500,Trairi - CE,Município
2313559,Tururu - CE,Município
2313609,Ubajara - CE,Município
2313708,Umari - CE,Município
2313757,Umirim - CE,Município
2313807,Uruburetama - CE,Município
2313906,Uruoca - CE,Município
2313955,Varjota - CE,Município
2314003,Várzea Alegre - CE,Município
2314102,Viçosa do Ceará - CE,Município
2400109,Acari - RN,Município
2400208,Açu - RN,Município
2400307,Afonso Bezerra - RN,Município
2400406,Água Nova - RN,Município
2400505,Alexandria - RN,Município
2400604,Almino Afonso - RN,Município
2400703,Alto do Rodrigues - RN,Município
2400802,Angicos - RN,Município
2400901,Antônio Martins - RN,Município
2401008,Apodi - RN,Município
2401107,Areia Branca - RN,Município
2401206,Arês - RN,Município
2401305,Campo Grande - RN,Município
2401404,Baía Formosa - RN,Município
2401453,Baraúna - RN,Município
2401503,Barcelona - RN,Município
2401602,Bento Fernandes - RN,Município
2401651,Bodó - RN,Município
2401701,Bom Jesus - RN,Município
2401800,Brejinho - RN,Município
2401859,Caiçara do Norte - RN,Município
2401909,Caiçara do Rio do Vento - RN,Município
2402006,Caicó - RN,Município
2402105,Campo Redondo - RN,Município
2402204,Canguaretama - RN,Município
2402303,Caraúbas - RN,Município
2402402,Carnaúba dos Dantas - RN,Município
2402501,Carnaubais - RN,Município
2402600,Ceará-Mirim - RN,Município
2402709,Cerro Corá - RN,Município
2402808,Coronel Ezequiel - RN,Município
2402907,Coronel João Pessoa - RN,Município
2403004,Cruzeta - RN,Município
2403103,Currais Novos - RN,Município
2403202,Doutor Severiano - RN,Município
2403251,Parnamirim - RN,Município
2403301,Encanto - RN,Município
2403400,Equador - RN,Município
2403509,Espírito Santo - RN,Município
2403608,Extremoz - RN,Município
2403707,Felipe Guerra - RN,Município
2403756,Fernando Pedroza - RN,Município
2403806,Florânia - RN,Município
2403905,Francisco Dantas - RN,Município
2404002,Frutuoso Gomes - RN,Município
2404101,Galinhos - RN,Município
2404200,Goianinha - RN,Município
2404309,Governador Dix-Sept Rosado - RN,Município
2404408,Grossos - RN,Município
2404507,Guamaré - RN,Município
2404606,Ielmo Marinho - RN,Município
2404705,Ipanguaçu - RN,Município
2404804,Ipueira - RN,Município
2404853,Itajá - RN,Município
2404903,Itaú - RN,Município
2405009,Jaçanã - RN,Município
2405108,Jandaíra - RN,Município
2405207,Janduís - RN,Município
2405306,Januário Cicco - RN,Município
2405405,Japi - RN,Município
2405504,Jardim de Angicos - RN,Município
2405603,Jardim de Piranhas - RN,Município
2405702,Jardim do Seridó - RN,Município
2405801,João Câmara - RN,Município
2405900,João Dias - RN,Município
2406007,José da Penha - RN,Município
2406106,Jucurutu - RN,Município
2406155,Jundiá - RN,Município
2406205,Lagoa d'Anta - RN,Município
2406304,Lagoa de Pedras - RN,Município
2406403,Lagoa de Velhos - RN,Município
2406502,Lagoa Nova - RN,Município
2406601,Lagoa Salgada - RN,Município
2406700,Lajes - RN,Município
2406809,Lajes Pintadas - RN,Município
2406908,Lucrécia - RN,Município
2407005,Luís Gomes - RN,Município
2407104,Macaíba - RN,Município
2407203,Macau - RN,Município
2407252,Major Sales - RN,Município
2407302,Marcelino Vieira - RN,Município
2407401,Martins - RN,Município
2407500,Maxaranguape - RN,Município
2407609,Messias Targino - RN,Município
2407708,Montanhas - RN,Município
2407807,Monte Alegre - RN,Município
2407906,Monte das Gameleiras - RN,Município
2408003,Mossoró - RN,Município
2408102,Natal - RN,Município
2408201,Nísia Floresta - RN,Município
2408300,Nova Cruz - RN,Município
2408409,Olho d'Água do Borges - RN,Município
2408508,Ouro Branco - RN,Município
2408607,Paraná - RN,Município
2408706,Paraú - RN,Município
2408805,Parazinho - RN,Município
2408904,Parelhas - RN,Município
2408953,Rio do Fogo - RN,Município
2409100,Passa e Fica - RN,Município
2409209,Passagem - RN,Município
2409308,Patu - RN,Município
2409332,Santa Maria - RN,Município
2409407,Pau dos Ferros - RN,Município
2409506,Pedra Grande - RN,Município
2409605,Pedra Preta - RN,Município
2409704,Pedro Avelino - RN,Município
2409803,Pedro Velho - RN,Município
2409902,Pendências - RN,Município
2410009,Pilões - RN,Município
2410108,Poço Branco - RN,Município
2410207,Portalegre - RN,Município
2410256,Porto do Mangue - RN,Município
2410306,Serra Caiada - RN,Município
